id,first_seen,published,title,price,year,km,hp,fuel,label,province,city,seller_type,seller_name,seller_rating,tipo,url
71096894,2026-08-23 09:26 UTC,2026-07-16,TOYOTA Corolla 140H Active Plus Touring Sport,28500,2025,12067,140,Híbrido,ECO,Madrid,Leganés,Profesional,Comauto Sur,3.5,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2024-en-madrid-71096894-covo.aspx
71230058,2026-08-23 09:26 UTC,2026-08-04,TOYOTA Corolla 140H Active Plus Touring Sport,24550,2023,43612,140,Híbrido,ECO,Barcelona,Barcelona Capital,Profesional,OcasionPlus Barcelona La Maquinista,4.2,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2023-en-barcelona-71230058-covo.aspx
71230056,2026-08-23 09:26 UTC,2026-08-04,TOYOTA Corolla 140H Active Plus Touring Sport,24390,2023,46655,140,Híbrido,ECO,Barcelona,Barcelona Capital,Profesional,OcasionPlus Barcelona La Maquinista,4.2,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2023-en-barcelona-71230056-covo.aspx
70303229,2026-08-23 09:26 UTC,2026-06-27,TOYOTA Corolla 140H Style Touring Sport,25900,2024,66300,140,Híbrido,ECO,Barcelona,Prat de Llobregat (el),Profesional,MMMOTOR,4.9,Ocasión,https://www.coches.net/toyota-corolla-140h-style-touring-sport-5p-electrico-hibrido-2024-en-barcelona-70303229-covo.aspx
71245119,2026-08-23 09:26 UTC,2026-08-06,TOYOTA Corolla 140H Active Plus Touring Sport,27300,2025,7932,140,Híbrido,ECO,Barcelona,Manresa,Profesional,"Tallers Ballús, S.L.",4.1,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2024-en-barcelona-71245119-covo.aspx
70954940,2026-08-23 09:26 UTC,2026-06-30,TOYOTA Corolla 140H Style Edition Touring Sport,21490,2023,119990,140,Híbrido,ECO,Madrid,Pinto,Profesional,ELITE DRIVE,4.9,Ocasión,https://www.coches.net/toyota-corolla-140h-style-edition-touring-sport-5p-electrico-hibrido-2024-en-madrid-70954940-covo.aspx
71094495,2026-08-23 10:05 UTC,2026-07-16,TOYOTA Corolla 2.0 180H GRSPORT ECVT TOURING SPORT,27300,2022,82626,180,Híbrido,ECO,Barcelona,Manresa,Profesional,"Tallers Ballús, S.L.",4.1,Ocasión,https://www.coches.net/toyota-corolla-20-180h-grsport-ecvt-touring-sport-5p-electrico-hibrido-2022-en-barcelona-71094495-covo.aspx
71094495,2026-08-23 10:36 UTC,2026-07-16,TOYOTA Corolla 2.0 180H GRSPORT ECVT TOURING SPORT,27300,2022,82626,180,Híbrido,ECO,Barcelona,Manresa,Profesional,"Tallers Ballús, S.L.",4.1,Ocasión,https://www.coches.net/toyota-corolla-20-180h-grsport-ecvt-touring-sport-5p-electrico-hibrido-2022-en-barcelona-71094495-covo.aspx
70897576,2026-08-23 10:36 UTC,2026-06-20,TOYOTA Corolla 140H Style Touring Sport,22990,2022,93039,140,Híbrido,ECO,Tarragona,Vila-seca,Profesional,Autoforum Toyota,4.2,Ocasión,https://www.coches.net/toyota-corolla-140h-style-touring-sport-5p-electrico-hibrido-2023-en-tarragona-70897576-covo.aspx
71156824,2026-08-23 10:36 UTC,2026-07-25,TOYOTA Corolla 200H GRSport Touring Sport,31500,2024,27000,196,Híbrido,ECO,Madrid,Madrid Capital,Profesional,Automóviles Rodríguez,4.7,Ocasión,https://www.coches.net/toyota-corolla-200h-grsport-touring-sport-5p-electrico-hibrido-2024-en-madrid-71156824-covo.aspx
71030350,2026-08-23 10:36 UTC,2026-07-09,TOYOTA Corolla 2.0 180H STYLE ECVT TOURING SPORT,22100,2022,103828,180,Híbrido,ECO,Navarra,Tudela,Profesional,Ocasionplus Tudela,,Ocasión,https://www.coches.net/toyota-corolla-20-180h-style-ecvt-touring-sport-5p-electrico-hibrido-2022-en-navarra-71030350-covo.aspx
71094495,2026-08-23 11:03 UTC,2026-07-16,TOYOTA Corolla 2.0 180H GRSPORT ECVT TOURING SPORT,27300,2022,82626,180,Híbrido,ECO,Barcelona,Manresa,Profesional,"Tallers Ballús, S.L.",4.1,Ocasión,https://www.coches.net/toyota-corolla-20-180h-grsport-ecvt-touring-sport-5p-electrico-hibrido-2022-en-barcelona-71094495-covo.aspx
71156824,2026-08-23 11:03 UTC,2026-07-25,TOYOTA Corolla 200H GRSport Touring Sport,31500,2024,27000,196,Híbrido,ECO,Madrid,Madrid Capital,Profesional,Automóviles Rodríguez,4.7,Ocasión,https://www.coches.net/toyota-corolla-200h-grsport-touring-sport-5p-electrico-hibrido-2024-en-madrid-71156824-covo.aspx
71031937,2026-08-23 11:34 UTC,2026-07-09,TOYOTA Corolla 200H Style EditionTouring Sport,28290,2023,90123,196,Híbrido,ECO,Vizcaya,Basauri,Profesional,Ocasionplus BASAURI,3.9,Ocasión,https://www.coches.net/toyota-corolla-200h-style-editiontouring-sport-5p-electrico-hibrido-2023-en-vizcaya-71031937-covo.aspx
71117052,2026-08-23 11:34 UTC,2026-07-20,TOYOTA Corolla 140H Active Plus Touring Sport,24490,2023,75098,140,Híbrido,,Barcelona,Terrassa,Profesional,Toyota Ocasión - CSM Grup,4.1,Ocasión,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2023-en-barcelona-71117052-covo.aspx
71165611,2026-08-23 11:37 UTC,2026-07-27,TOYOTA Corolla 2.0 180H ADVANCE LUXURY TOURING SPORT,19950,2022,124500,180,Híbrido,ECO,Madrid,Rozas de Madrid (las),Profesional,Renting distribución Europa (RDE),3.8,Ocasión,https://www.coches.net/toyota-corolla-20-180h-advance-luxury-touring-sport-5p-electrico-hibrido-2022-en-madrid-71165611-covo.aspx
71156824,2026-08-23 11:37 UTC,2026-07-25,TOYOTA Corolla 200H GRSport Touring Sport,31500,2024,27000,196,Híbrido,ECO,Madrid,Madrid Capital,Profesional,Automóviles Rodríguez,4.7,Ocasión,https://www.coches.net/toyota-corolla-200h-grsport-touring-sport-5p-electrico-hibrido-2024-en-madrid-71156824-covo.aspx
70897576,2026-08-23 12:29 UTC,2026-06-20,TOYOTA Corolla 140H Style Touring Sport,22990,2022,93039,140,Híbrido,ECO,Tarragona,Vila-seca,Profesional,Autoforum Toyota,4.2,Ocasión,https://www.coches.net/toyota-corolla-140h-style-touring-sport-5p-electrico-hibrido-2023-en-tarragona-70897576-covo.aspx
71156824,2026-08-23 12:29 UTC,2026-07-25,TOYOTA Corolla 200H GRSport Touring Sport,31500,2024,27000,196,Híbrido,ECO,Madrid,Madrid Capital,Profesional,Automóviles Rodríguez,4.7,Ocasión,https://www.coches.net/toyota-corolla-200h-grsport-touring-sport-5p-electrico-hibrido-2024-en-madrid-71156824-covo.aspx
71094495,2026-08-23 12:29 UTC,2026-07-16,TOYOTA Corolla 2.0 180H GRSPORT ECVT TOURING SPORT,27300,2022,82626,180,Híbrido,ECO,Barcelona,Manresa,Profesional,"Tallers Ballús, S.L.",4.1,Ocasión,https://www.coches.net/toyota-corolla-20-180h-grsport-ecvt-touring-sport-5p-electrico-hibrido-2022-en-barcelona-71094495-covo.aspx
71165611,2026-08-23 14:53 UTC,2026-07-27,TOYOTA Corolla 2.0 180H ADVANCE LUXURY TOURING SPORT,19950,2022,124500,180,Híbrido,ECO,Madrid,Rozas de Madrid (las),Profesional,Renting distribución Europa (RDE),3.8,Ocasión,https://www.coches.net/toyota-corolla-20-180h-advance-luxury-touring-sport-5p-electrico-hibrido-2022-en-madrid-71165611-covo.aspx
